mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
11,22,1,OH,6799,JFK,740,12.00,173,33
6,12,6,UA,790,SFO,2139,11.73,295,22
6,26,6,B6,97,JFK,1626,20.08,272,85
5,7,6,UA,1049,ORD,2846,17.17,394,33
1,7,4,AA,2487,ORD,1440,17.50,230,5
0,15,2,UA,548,SFO,599,13.08,108,71
4,10,6,AA,2435,ORD,1440,13.17,225,22
7,24,0,OO,5741,SFO,78,11.08,50,28
3,7,1,UA,117,ORD,1721,20.17,260,10
6,4,5,AA,1329,LGA,950,18.92,170,101
7,24,0,WN,1007,SMF,389,20.33,75,-10
5,9,1,AA,2482,ORD,258,10.67,65,64
7,18,1,UA,330,ORD,678,19.93,129,-19
1,12,2,UA,472,SMF,1781,6.17,240,12
3,19,6,UA,901,SFO,447,19.25,87,0
1,23,6,UA,186,SFO,2521,14.67,310,31
0,30,3,OO,6259,ORD,130,8.00,56,10
5,9,1,US,514,SJC,386,13.83,84,-5
11,21,0,OO,6759,ORD,1013,17.03,180,65
9,7,2,UA,332,SMF,1781,13.52,239,39
7,6,3,AA,1341,ORD,1846,7.50,265,-1
8,8,1,UA,1236,ORD,622,14.03,113,-12
2,21,5,AA,2333,ORD,802,15.00,155,133
11,3,3,UA,332,ORD,235,21.75,74,NA
4,6,2,US,347,SMF,647,6.00,111,18
4,4,0,UA,818,ORD,719,20.75,127,-18
9,6,1,B6,604,JFK,274,12.50,72,0
5,20,5,UA,518,ORD,412,16.30,86,34
2,16,0,AA,1392,ORD,719,16.33,140,70
8,1,1,UA,549,ORD,334,11.23,86,-4
4,3,6,AA,24,SFO,2586,8.17,330,-15
8,3,3,UA,35,SFO,2338,8.97,304,-3
9,6,1,UA,604,ORD,612,8.03,109,-7
5,2,1,OO,5873,ORD,109,10.40,47,3
7,18,1,US,2116,LGA,185,7.00,65,-18
11,9,2,OO,5800,SFO,329,8.88,81,19
7,4,1,UA,638,ORD,719,9.02,126,401
11,24,3,AA,382,ORD,733,9.83,129,73
3,14,1,HA,180,OGG,84,12.08,31,38
1,18,1,OO,5951,ORD,491,8.42,108,34
4,7,3,UA,837,JFK,2586,7.15,378,26
9,25,6,B6,148,JFK,267,21.00,99,252
6,13,0,B6,643,JFK,2586,10.75,370,0
0,26,6,WN,1240,SMF,479,19.67,90,-17
7,12,2,OH,5723,LGA,722,19.50,151,39
7,15,5,UA,653,ORD,1829,20.58,271,46
6,16,3,AA,1709,LGA,1097,20.25,175,29
6,10,4,UA,1448,ORD,1012,16.08,160,1
11,15,1,WN,98,SMF,647,12.17,110,16
9,3,5,UA,656,ORD,177,13.20,68,-23
6,24,4,AA,2341,ORD,802,16.75,150,72
10,23,0,OH,6549,JFK,589,8.48,147,-10
5,14,6,OH,5345,JFK,288,9.25,106,-6
1,20,3,AA,1268,SMF,1431,11.83,195,-6
1,8,5,OH,5594,LGA,544,18.17,144,-24
6,18,5,UA,1568,ORD,1012,18.70,160,44
8,14,0,B6,87,JFK,1989,17.00,328,42
6,8,2,UA,675,ORD,1041,19.93,169,21
8,10,3,OO,3916,SFO,599,16.52,108,4
9,28,2,B6,197,JFK,2248,9.75,341,25
0,23,3,AA,2455,ORD,1440,7.25,230,16
7,2,6,UA,824,SFO,2704,13.17,352,-21
6,9,3,OH,5495,JFK,426,19.25,132,28
1,13,3,UA,10,SFO,2586,13.50,324,75
7,24,0,B6,87,JFK,1989,13.75,325,0
4,8,4,OO,6760,ORD,286,10.75,78,10
11,19,5,AA,455,ORD,1745,15.17,260,81
4,30,5,AA,2309,ORD,802,8.50,140,31
5,7,6,AA,2393,LGA,761,16.00,165,8
11,13,6,UA,1164,SFO,447,22.45,89,-22
11,6,6,UA,269,ORD,403,20.40,95,-8
0,13,0,UA,409,LGA,1619,17.15,271,9
8,2,2,AA,1245,JFK,1090,5.67,175,-8
0,28,1,OO,5460,SFO,250,11.53,79,21
8,24,3,B6,908,ORD,740,11.75,160,-35
0,4,5,OO,6011,ORD,323,10.97,78,-5
10,18,2,WN,211,SMF,373,6.00,85,-11
11,15,1,AA,2077,LGA,1097,8.00,185,5
1,7,4,AA,2426,SJC,1438,18.42,190,-11
8,2,2,UA,496,ORD,296,14.32,72,-6
2,13,4,OO,6485,ORD,438,18.50,99,-3
4,11,0,UA,837,JFK,2586,7.08,378,33
5,17,2,UA,21,JFK,2475,6.50,370,18
5,23,1,OH,5487,JFK,483,16.67,139,NA
6,3,4,WN,1757,SJC,386,19.92,80,56
4,24,6,OH,5232,ORD,740,9.58,141,39
4,27,2,AA,851,ORD,334,9.42,80,0
6,11,5,UA,528,ORD,867,9.32,135,115
11,9,2,AA,2079,ORD,1723,8.17,265,-30
9,28,2,UA,186,SFO,2521,13.95,328,84
10,29,6,OO,5491,SFO,158,11.37,60,62
8,25,4,UA,2,ORD,599,6.62,111,32
10,12,3,WN,1982,SJC,308,6.58,75,-13
5,12,4,AA,1765,ORD,258,19.42,70,116
7,26,2,OO,6059,ORD,738,10.85,132,-1
6,8,2,B6,21,JFK,1005,17.92,192,68
11,26,5,AA,352,ORD,733,17.67,135,NA
9,16,4,UA,836,ORD,733,18.08,141,NA
7,27,3,US,2181,LGA,214,16.00,80,3
5,13,5,HA,529,OGG,100,13.00,34,-4
1,19,2,WN,456,SFO,447,19.00,85,77
1,10,0,UA,11,JFK,2586,11.17,394,-5
7,3,0,OO,5853,ORD,196,12.15,60,25
9,28,2,AA,329,LGA,733,12.50,149,63
5,5,4,US,2132,LGA,185,15.00,70,NA
5,9,1,WN,2737,TUS,747,9.58,140,-16
7,2,6,WN,1195,SFO,337,15.33,80,11
8,27,6,UA,1184,SFO,967,5.92,145,47
8,10,3,AA,335,LGA,733,14.50,155,42
2,31,1,B6,1604,JFK,274,12.08,76,-4
9,12,0,WN,1207,SMF,358,16.50,70,6
8,9,2,AA,769,JFK,1597,6.92,235,-4
10,14,5,OO,6012,ORD,584,6.82,108,-1
7,3,0,OH,5443,LGA,1035,9.50,193,-21
1,5,2,AA,2321,ORD,802,11.83,150,49
4,8,4,UA,1580,SFO,414,8.33,90,-2
4,9,5,AA,2325,ORD,802,12.83,145,-6
10,20,4,UA,766,ORD,622,21.58,114,-26
2,20,4,UA,626,ORD,612,19.00,106,68
9,8,3,AA,1021,ORD,1515,9.00,230,-5
6,30,3,WN,792,SJC,188,17.00,55,-4
5,14,6,UA,340,ORD,622,16.42,121,25
6,9,3,UA,622,ORD,612,17.08,111,64
4,9,5,OO,5448,SFO,191,7.67,66,-6
5,4,3,OH,5255,JFK,94,13.95,76,107
11,29,1,UA,682,ORD,733,13.05,141,-25
5,13,5,B6,623,JFK,1428,8.00,232,-12
11,14,0,OO,6463,SMF,373,6.00,90,18
2,3,1,AA,319,LGA,733,10.58,165,NA
1,28,4,B6,91,JFK,2576,15.17,390,59
3,3,4,WN,3567,SMF,389,11.75,75,11
6,20,0,UA,888,SFO,337,11.53,89,-8
11,1,1,B6,831,JFK,1028,6.08,172,22
10,30,0,US,343,ORD,1440,7.33,243,-33
0,24,4,OO,6485,ORD,438,17.83,99,-22
2,20,4,OO,5551,SFO,86,7.20,43,3
5,6,5,AA,525,ORD,1236,10.33,180,26
4,13,2,HA,30,OGG,2640,14.50,320,15
8,21,0,US,1005,ORD,678,9.92,116,18
8,9,2,OO,6259,ORD,130,8.07,55,-8
9,14,2,B6,1053,JFK,340,14.92,107,4
9,16,4,OO,6336,SFO,192,7.58,55,-1
5,6,5,UA,3,ORD,4184,10.03,528,0
3,1,2,OO,5932,ORD,416,14.47,88,12
2,2,0,UA,1454,ORD,1012,13.25,156,4
10,3,1,UA,365,ORD,1726,9.80,276,-23
10,13,4,OO,6153,ORD,160,16.88,52,NA
11,3,3,UA,690,ORD,733,17.00,141,-12
2,23,0,UA,664,ORD,137,18.85,53,NA
11,8,1,OO,5479,SFO,238,13.42,80,66
11,15,1,UA,600,ORD,612,6.00,106,62
8,27,6,UA,673,LGA,733,9.00,153,17
2,2,0,HA,305,OGG,100,12.00,34,-5
9,26,0,AA,1544,SFO,1846,10.92,255,21
11,2,2,UA,955,SFO,447,15.95,93,-14
4,10,6,AA,1017,LGA,1020,6.25,170,9
7,6,3,UA,88,SFO,2565,12.87,345,69
5,10,2,AA,341,LGA,733,16.58,155,300
9,25,6,AA,690,TUS,813,5.75,130,0
10,3,1,AA,303,LGA,733,6.50,155,NA
0,18,5,WN,2996,TUS,365,6.42,75,-6
8,10,3,WN,388,SFO,337,19.58,85,-5
2,31,1,UA,927,SFO,337,22.50,80,-7
10,15,6,UA,1178,SMF,910,7.78,144,-21
7,4,1,OO,6035,ORD,409,16.77,95,437
9,1,3,AA,127,JFK,2446,15.83,340,15
5,12,4,AA,6,OGG,3711,16.92,430,-22
2,27,4,OO,5445,SFO,191,14.13,66,-15
6,28,1,B6,143,JFK,1028,14.75,176,16
11,8,1,HA,335,OGG,100,16.13,34,-11
2,8,6,AA,714,TUS,1437,18.17,195,18
9,4,6,AA,2317,ORD,802,10.58,145,-4
2,13,4,WN,2809,SMF,397,17.92,75,-4
9,8,3,AA,301,LGA,733,6.08,144,18
0,18,5,OO,6677,SFO,421,8.17,82,9
10,2,0,AA,19,JFK,2475,10.42,380,-37
1,2,6,UA,72,SFO,372,15.25,86,64
8,16,2,AA,353,LGA,733,18.67,160,-22
11,4,4,UA,1244,ORD,589,21.60,101,151
8,11,4,AA,716,ORD,1005,6.50,150,-5
1,4,1,UA,755,ORD,1721,8.00,274,159
4,2,5,OO,5807,ORD,911,9.75,152,114
7,29,5,OO,6259,ORD,130,8.03,58,-16
8,16,2,HA,197,OGG,100,20.42,34,-17
6,25,5,US,961,SFO,2521,8.25,327,-6
3,12,6,AA,1475,LGA,764,8.48,150,NA
4,17,6,UA,536,SJC,1829,6.33,255,-10
4,3,6,OO,5724,SFO,78,16.17,45,-6
2,19,3,AA,1846,SJC,1438,15.58,200,-14
6,16,3,OO,5655,SFO,86,9.87,47,-17
11,1,1,OH,6696,ORD,264,18.00,75,147
1,7,4,AA,1201,ORD,258,15.00,70,54
5,11,3,UA,111,ORD,1745,11.57,251,142
5,13,5,UA,506,SFO,679,20.58,117,35
1,10,0,UA,59,SFO,2367,8.83,336,249
2,23,0,WN,1052,SJC,308,14.83,70,5
10,28,5,B6,1051,JFK,340,8.00,110,-29
4,18,0,OH,5251,LGA,544,14.67,137,13
4,11,0,OO,5962,ORD,412,16.67,86,4
9,22,3,UA,755,ORD,1721,8.00,275,-11
0,6,0,UA,1463,ORD,1515,12.00,244,30
5,9,1,AA,1561,ORD,1846,18.58,270,57
7,28,4,WN,1144,SFO,337,17.08,85,-12
10,28,5,AA,510,ORD,235,19.42,75,-18
11,12,5,UA,1597,ORD,1515,17.82,246,16
9,31,5,OH,6515,JFK,740,9.25,166,-21
0,19,6,AA,695,LGA,1076,9.75,205,4
6,11,5,AA,1403,ORD,585,15.42,110,17
3,6,0,OO,5674,SFO,199,14.53,65,28
1,5,2,WN,382,SFO,1855,17.00,240,-3
8,27,6,B6,365,LGA,1035,14.92,180,47
3,24,4,US,38,ORD,1440,18.83,227,21
6,27,0,B6,19,JFK,1069,7.92,180,139
1,14,4,OO,5810,ORD,717,14.30,121,25
2,26,3,AA,2313,ORD,802,9.33,150,NA
6,22,2,UA,63,SFO,2367,16.63,323,3
6,25,5,AA,1565,ORD,334,7.33,85,5
1,3,0,AA,1635,JFK,1597,8.08,230,0
5,23,1,WN,2006,SFO,337,17.00,80,86
8,28,0,UA,150,SFO,1846,16.08,246,-2
0,18,5,B6,915,JFK,740,13.75,164,7
7,13,3,US,1435,LGA,544,13.08,116,10
6,15,2,UA,1163,SFO,337,13.85,89,195
5,1,0,OO,6449,ORD,1249,17.33,204,33
6,29,2,AA,1807,ORD,606,18.92,120,70
7,2,6,AA,127,JFK,2446,15.42,330,304
5,7,6,US,2122,LGA,185,10.00,78,-2
10,26,3,UA,1137,SFO,337,17.52,88,-12
10,23,0,WN,997,SMF,480,12.50,85,-3
7,6,3,OO,5481,SFO,199,8.30,66,-6
3,17,4,WN,1340,SMF,373,9.50,80,-5
5,21,6,AA,2242,SFO,337,16.17,85,-3
2,30,0,UA,1,ORD,4243,10.33,541,29
6,19,6,WN,3028,SJC,342,10.17,80,-7
11,6,6,UA,381,ORD,1781,9.80,278,-18
1,6,3,AA,2361,ORD,802,21.00,140,NA
3,20,0,AA,751,LGA,1389,14.42,230,28
3,18,5,OO,6761,ORD,466,20.82,94,-5
5,10,2,UA,23,JFK,2475,8.50,370,33
8,22,1,B6,31,JFK,944,10.92,162,129
4,16,5,OO,5590,SFO,158,7.58,57,4
4,11,0,US,573,SFO,414,13.58,89,12
3,4,5,UA,330,ORD,678,19.67,128,127
6,24,4,AA,2333,ORD,802,15.25,145,33
5,7,6,UA,63,SFO,2367,16.83,323,-12
11,3,3,US,1881,ORD,599,18.50,112,22
4,7,3,OO,5816,ORD,403,12.13,91,66
0,10,4,WN,361,SJC,308,18.92,70,16
5,6,5,UA,1637,ORD,1440,17.00,223,13
1,9,6,OO,5482,SFO,199,13.08,65,12
6,19,6,UA,1686,ORD,1005,13.87,163,78
3,1,2,OO,5981,ORD,557,20.00,108,37
6,15,2,AA,510,ORD,235,18.83,80,23
4,5,1,AA,378,ORD,733,11.75,125,21
6,13,0,AA,33,JFK,2475,7.75,350,15
0,24,4,OO,5720,SFO,78,7.92,42,133
9,20,1,OO,5494,SFO,199,10.37,69,-14
4,16,5,WN,3482,SFO,337,19.83,80,18
9,15,3,UA,681,LGA,733,12.98,156,-2
2,15,6,B6,851,JFK,1074,6.25,184,-1
0,5,6,AA,1096,SMF,1431,8.08,205,-23
4,29,4,B6,165,JFK,2454,19.58,379,3
2,9,0,OO,5548,SFO,329,18.03,92,3
6,22,2,UA,685,LGA,733,15.00,154,108
0,5,6,AA,2247,ORD,1120,9.08,170,16
7,24,0,WN,2233,SJC,697,17.75,125,-3
7,4,1,UA,1547,ORD,1515,15.00,231,36
4,12,1,US,2130,LGA,185,14.00,75,-16
7,11,1,B6,629,JFK,1428,20.08,247,102
9,20,1,WN,1008,TUS,321,6.75,60,-8
11,13,6,HA,151,OGG,100,15.12,34,8
10,7,5,UA,121,ORD,1745,14.97,272,-8
2,19,3,WN,464,SJC,342,14.00,75,-5
11,22,1,OO,5963,ORD,130,13.13,53,32
7,15,5,OH,5481,JFK,1090,8.50,205,50
6,17,4,OO,6066,ORD,177,13.25,64,16
4,11,0,AA,1810,SJC,1476,8.25,205,NA
2,4,2,AA,1722,ORD,258,13.17,70,NA
9,16,4,UA,1163,SFO,337,13.87,92,65
9,16,4,AA,1362,ORD,740,13.17,139,-17
4,7,3,AA,730,ORD,1182,12.17,180,20
10,14,5,WN,2133,SFO,651,15.42,120,-9
7,27,3,UA,642,ORD,719,10.65,133,72
11,2,2,B6,130,JFK,301,18.83,109,-39
7,29,5,WN,415,SJC,333,6.75,75,-9
3,7,1,US,912,SFO,2521,13.33,331,-28
9,15,3,OO,5940,ORD,286,18.17,76,34
8,21,0,AA,1297,LGA,761,19.00,160,29
6,18,5,B6,165,JFK,2454,19.58,379,28
11,23,2,OH,6779,LGA,834,15.75,175,40
6,18,5,WN,2190,SFO,447,8.33,85,-1
4,30,5,US,2173,LGA,214,12.00,77,3
5,18,3,UA,442,ORD,316,19.12,82,-5
6,11,5,OO,5450,SFO,77,15.18,46,55
1,8,5,UA,681,LGA,733,12.92,155,41
5,20,5,AA,14,OGG,2486,21.33,300,-4
6,21,1,B6,916,ORD,740,16.08,147,61
0,14,1,OO,5956,ORD,631,19.33,107,21
1,6,3,AA,1722,ORD,258,13.17,70,43
1,22,5,OH,5543,LGA,585,13.42,147,NA
1,25,1,UA,1518,ORD,1005,8.00,153,-6
9,6,1,UA,385,ORD,334,14.92,92,-18
5,17,2,OH,5508,JFK,187,9.83,92,-5
1,25,1,OO,5861,ORD,1013,8.02,176,-15
8,14,0,WN,962,SFO,651,11.75,125,34
9,21,2,US,2175,LGA,214,13.00,71,-23
5,21,6,OH,5179,LGA,431,9.75,122,-15
9,25,6,HA,315,OGG,100,11.08,34,4
9,8,3,WN,309,SMF,404,17.92,85,-10
10,19,3,B6,369,LGA,1035,21.00,167,30
10,8,6,B6,916,ORD,740,16.08,147,NA
5,21,6,UA,119,SFO,337,16.03,87,-7
3,14,1,AA,1802,SMF,1431,8.08,195,-4
5,28,6,UA,1404,ORD,678,20.95,129,90
6,15,2,HA,115,OGG,100,7.50,34,-4
9,4,6,HA,315,OGG,100,11.08,34,-2
7,7,4,AA,755,ORD,1041,10.75,160,-4
6,21,1,AA,1704,ORD,719,9.25,120,-5
5,27,5,AA,337,LGA,733,14.98,160,37
3,20,0,UA,896,ORD,606,16.67,119,-13
2,19,3,UA,630,SJC,948,18.63,145,-19
2,9,0,OH,5594,LGA,544,17.92,138,49
1,28,4,UA,121,ORD,1745,15.08,268,26
1,29,5,AA,1358,ORD,867,20.92,130,70
0,26,6,OO,5870,ORD,179,18.03,57,63
0,18,5,US,2165,LGA,214,8.00,74,-10
1,17,0,UA,332,SMF,1781,13.85,237,94
1,7,4,B6,59,JFK,944,11.00,173,35
5,12,4,UA,109,ORD,1745,9.78,258,29
10,21,5,AA,597,ORD,1041,18.17,185,78
4,11,0,WN,1517,SJC,333,12.75,70,26
0,27,0,OO,5492,SFO,77,17.17,43,NA
0,10,4,UA,1234,ORD,783,18.45,122,33
5,19,4,AA,392,ORD,733,7.50,125,-1
10,17,1,AA,1637,ORD,1437,9.42,240,-20
7,1,5,OO,6044,ORD,607,9.17,113,35
0,11,5,AA,451,ORD,1846,10.17,285,73
0,13,0,UA,478,SFO,1464,10.88,209,-1
10,27,4,UA,1454,ORD,1012,13.33,159,-10
6,31,4,OH,5081,LGA,1011,11.75,181,45
1,12,2,UA,88,SFO,2565,10.92,330,29
6,21,1,UA,552,ORD,264,9.43,73,45
6,17,4,B6,139,JFK,1074,13.92,184,31
8,19,5,OO,6035,ORD,409,16.30,89,2
8,27,6,B6,1107,JFK,426,16.58,120,-20
8,5,5,UA,941,ORD,1745,17.23,266,5
11,15,1,OO,6476,ORD,264,15.88,76,-1
9,8,3,B6,201,JFK,2465,8.50,363,-24
11,18,4,UA,183,ORD,1745,9.22,272,19
8,12,5,UA,681,LGA,733,13.00,154,103
0,3,4,UA,421,ORD,1835,10.32,285,42
6,30,3,WN,2549,SJC,296,16.83,60,-2
0,16,3,AA,701,LGA,1389,6.00,240,10
7,8,5,B6,1089,JFK,541,14.92,121,99
4,19,1,OO,6141,SJC,308,13.98,82,-19
2,9,0,US,2138,LGA,185,18.00,74,-14
4,8,4,UA,589,ORD,802,9.75,142,1
4,22,4,B6,606,JFK,274,17.58,100,-1
8,7,0,AA,2340,ORD,235,13.83,80,-5
10,17,1,B6,1002,JFK,187,7.08,75,-25
6,6,0,AA,1540,TUS,813,14.17,140,44
5,30,1,WN,1517,SJC,333,12.75,70,-2
11,9,2,AA,510,ORD,235,19.42,75,85
2,6,4,AA,2337,ORD,802,15.75,155,NA
6,8,2,UA,35,SFO,2338,8.83,311,-22
4,12,1,AA,1247,ORD,1745,11.00,255,19
3,16,3,US,2179,LGA,214,15.00,80,21
9,15,3,OO,6552,ORD,67,7.93,44,-3
4,9,5,AA,18,SFO,2586,22.00,325,19
7,26,2,WN,1284,SFO,447,20.58,85,-3
10,25,2,AA,1964,ORD,1197,12.92,180,-5
7,29,5,AA,1917,JFK,944,15.92,165,41
3,10,4,AA,294,ORD,1197,11.08,178,45
10,5,3,B6,173,JFK,2569,18.50,422,-42
9,17,5,UA,129,ORD,1745,21.18,268,-19
6,11,5,WN,903,SFO,337,14.08,80,48
6,31,4,AA,1609,ORD,258,18.50,70,146
5,4,3,UA,500,ORD,177,15.93,70,60
11,16,2,AA,305,ORD,1652,10.00,260,71
0,31,4,OO,5931,ORD,654,19.50,110,NA
6,7,1,AA,1551,LGA,764,19.92,140,37
2,19,3,AA,682,SJC,1438,7.58,205,-2
3,17,4,B6,1051,JFK,340,8.50,111,-23
5,10,2,B6,1309,JFK,228,17.17,96,313
1,21,4,AA,1690,ORD,1182,17.08,180,38
7,19,2,OO,5564,SFO,86,19.58,47,15
5,21,6,WN,1198,SJC,417,14.08,80,-7
1,2,6,UA,1011,ORD,1005,15.75,151,66
11,30,2,B6,807,JFK,1069,17.50,208,-24
11,4,4,AA,1599,ORD,1515,14.50,245,-11
1,2,6,UA,562,SFO,550,13.30,105,141
2,21,5,AA,335,LGA,733,14.50,165,216
0,13,0,UA,581,ORD,1739,11.92,269,6
8,7,0,OH,6762,JFK,301,9.17,104,16
3,23,3,AA,321,ORD,978,13.75,160,-12
7,15,5,UA,4,SFO,2586,6.00,328,NA
2,21,5,OO,5824,ORD,109,8.02,54,NA
2,8,6,AA,1635,JFK,1597,8.08,230,48
7,3,0,AA,1802,SMF,1431,8.00,197,-2
2,28,5,B6,707,JFK,1597,21.00,242,-9
0,29,2,UA,1,ORD,4243,10.42,556,-10
2,29,6,UA,1497,ORD,1440,18.00,232,-16
1,16,6,B6,23,JFK,1028,10.00,189,20
0,22,2,UA,536,SJC,1829,6.33,250,22
7,1,5,OO,5853,ORD,196,13.17,60,89
7,22,5,UA,959,ORD,888,20.07,155,2
9,26,0,OO,5952,ORD,738,18.08,133,52
4,3,6,UA,574,ORD,235,14.22,79,27
1,29,5,HA,315,OGG,100,11.08,34,-9
6,14,1,AA,1810,SJC,1476,8.25,210,1
7,15,5,B6,1022,JFK,187,21.75,91,256
6,29,2,WN,2504,SJC,308,10.33,75,1
11,5,5,US,2118,LGA,185,8.00,57,-4
4,11,0,UA,374,SFO,1504,11.58,206,92
7,2,6,US,178,SFO,414,8.92,92,-14
11,19,5,HA,115,OGG,100,7.37,34,-4
2,10,1,OO,6089,ORD,1041,8.33,181,7
7,2,6,AA,2303,ORD,802,6.67,135,19
1,29,5,WN,2372,SMF,479,21.42,85,-14
10,10,1,OO,5452,SFO,77,19.58,42,-7
0,27,0,B6,353,JFK,2465,9.33,371,23
2,31,1,OH,5364,JFK,213,18.33,102,NA
5,8,0,OO,6408,ORD,717,6.00,120,-2
4,12,1,OO,5554,SFO,262,15.52,81,29
5,25,3,AA,14,OGG,2486,21.33,300,33
10,30,0,OO,5958,ORD,177,15.97,61,NA
3,10,4,OH,5236,JFK,144,13.00,67,-2
5,1,0,B6,195,JFK,2248,18.83,350,16
0,18,5,OO,4006,SFO,599,7.50,111,20
11,26,5,UA,552,ORD,867,19.77,135,NA
7,11,1,UA,446,ORD,599,15.75,115,18
1,7,4,AA,1613,ORD,1846,13.00,285,16
1,24,0,WN,1478,SJC,342,20.83,75,10
0,10,4,UA,850,ORD,733,19.00,129,NA
0,22,2,B6,99,JFK,2576,8.92,395,15
10,6,4,OO,5886,ORD,475,19.30,100,123
6,27,0,OO,6332,SFO,262,12.63,74,22
2,29,6,OO,5963,ORD,130,13.17,52,4
0,27,0,UA,566,ORD,606,18.25,117,-12
6,17,4,UA,111,ORD,1745,11.53,251,23
10,10,1,AA,716,ORD,1005,7.00,155,-4
0,31,4,OO,5982,ORD,157,21.33,55,124
8,28,0,AA,476,ORD,647,10.00,110,-8
7,13,3,OH,5081,LGA,1011,11.75,181,32
1,15,5,OO,5483,SJC,308,20.72,106,NA
9,26,0,WN,1367,SFO,651,19.67,120,-4
2,12,3,AA,2247,ORD,1120,9.08,165,7
11,21,0,WN,199,SFO,414,14.00,100,125
9,1,3,AA,437,ORD,334,13.00,90,-15
4,28,3,US,206,SMF,647,12.55,112,0
7,18,1,OH,5462,LGA,478,10.48,128,-12
7,2,6,UA,245,ORD,888,9.00,149,200
1,11,1,OO,5474,SFO,250,8.67,79,-6
6,28,1,UA,512,ORD,594,13.18,116,-19
2,31,1,B6,10,JFK,301,20.17,110,76
8,21,0,WN,1079,SJC,308,14.42,75,10
5,9,1,UA,906,SFO,1846,10.72,251,46
9,22,3,WN,1999,SFO,967,17.58,145,44
7,19,2,B6,629,JFK,1428,20.08,247,-24
6,6,0,AA,1757,LGA,887,12.98,160,11
11,9,2,OH,6773,LGA,834,20.50,165,0
11,10,3,OO,5958,ORD,177,16.47,61,3
5,3,2,UA,134,SFO,1846,8.82,251,29
1,15,5,OO,5982,ORD,157,20.92,55,-3
8,8,1,AA,1815,ORD,1249,18.83,205,69
0,18,5,OO,5817,ORD,157,7.00,55,-5
5,25,3,US,2132,LGA,185,15.00,70,-5
7,6,3,B6,1004,JFK,187,9.67,82,57
0,23,3,OO,5857,ORD,130,21.50,52,79
3,7,1,AA,2301,ORD,802,6.00,140,3
3,20,0,HA,11,SFO,2398,8.83,310,8
6,18,5,AA,682,ORD,334,13.17,90,-18
11,22,1,UA,770,SFO,967,12.67,155,36
2,20,4,UA,19,JFK,2586,19.97,404,25
2,31,1,AA,1417,ORD,1515,14.50,240,38
9,3,5,WN,304,SJC,342,7.42,80,-8
7,12,2,B6,619,JFK,829,20.75,167,158
4,14,3,OH,5133,LGA,563,13.00,113,19
8,13,6,UA,182,ORD,606,13.55,117,83
6,10,4,WN,1860,SFO,1855,7.25,250,-14
10,17,1,OO,5915,ORD,299,6.30,72,96
6,27,0,AA,1297,LGA,761,19.25,150,87
6,30,3,US,740,ORD,678,13.83,126,6
4,29,4,OO,3833,SJC,585,16.33,112,-8
8,2,2,OH,6383,LGA,431,11.25,116,3
6,19,6,UA,564,ORD,622,20.98,105,3
10,28,5,OO,6396,SFO,326,9.75,72,24
4,13,2,OO,6043,ORD,416,19.75,88,125
4,31,6,B6,134,JFK,264,17.33,95,20
9,22,3,B6,57,JFK,1028,13.25,170,24
4,21,3,OO,6761,ORD,466,20.67,94,3
5,5,4,UA,888,SFO,337,11.58,89,40
3,27,0,AA,1904,ORD,1197,18.08,180,-1
10,8,6,UA,456,ORD,678,8.00,123,49
5,16,1,UA,600,ORD,612,6.08,106,94
2,13,4,OO,5893,ORD,1437,9.75,226,-2
7,5,2,WN,3577,SFO,337,21.67,80,-1
5,16,1,OO,5472,SFO,77,12.23,46,54
8,4,4,OO,4115,TUS,601,11.25,107,-13
10,6,4,AA,2357,ORD,802,20.83,150,63
3,13,0,AA,1345,ORD,1745,14.08,265,-11
0,20,0,B6,904,ORD,740,9.42,130,66
8,15,1,UA,642,ORD,719,10.73,134,3
1,18,1,AA,341,LGA,733,16.48,170,NA
5,2,1,US,1445,LGA,335,15.67,100,-12
6,25,5,UA,770,SFO,967,12.78,158,19
0,20,0,UA,573,SFO,447,8.78,87,49
0,2,3,AQ,261,OGG,100,23.00,34,-11
3,28,1,OH,5508,JFK,187,10.33,76,29
0,12,6,WN,2383,SJC,296,14.17,60,-8
11,24,3,WN,1963,SMF,404,19.58,85,16
5,20,5,UA,1220,SJC,948,7.67,156,-24
1,16,6,OO,6040,ORD,584,19.70,110,-7
7,7,4,OH,5052,JFK,144,14.92,79,50
5,15,0,B6,735,JFK,1576,6.00,219,8
6,11,5,OO,6056,ORD,344,20.98,78,40
6,14,1,AA,580,ORD,612,20.42,105,31
1,26,2,UA,565,ORD,1249,20.17,218,86
8,12,5,UA,492,ORD,647,13.18,120,-12
10,13,4,UA,674,ORD,733,9.07,131,-18
9,24,5,UA,10,SFO,2586,11.62,343,25
3,21,1,UA,395,ORD,1723,17.75,259,34
1,18,1,UA,302,ORD,723,19.50,119,54
7,27,3,AA,1559,LGA,1097,17.42,190,84
10,7,5,OO,4894,SJC,585,12.67,114,-21
5,23,1,B6,263,SMF,387,10.83,83,-10
6,18,5,UA,246,ORD,473,19.75,97,119
4,1,4,AA,1349,ORD,1437,14.67,220,29
2,30,0,AA,336,ORD,733,21.58,115,125
3,16,3,OO,6028,ORD,109,6.92,47,-5
7,16,6,AA,1103,ORD,888,8.42,150,29
10,9,0,WN,177,SFO,447,21.00,85,131
